image_path,label,split,image_id,label_name,true_label,weak_label_kmeans,confidence_score,weak_label_kmeans_filtered
data\labelled\normal\3c213abc-ab17-4037-a8e5-caa7bc1babe1.jpg,0,val,3c213abc-ab17-4037-a8e5-caa7bc1babe1,normal,0,0,0.5861254,0
data\labelled\normal\6c861380-76ee-490d-bf28-a0232af08c43.jpg,0,val,6c861380-76ee-490d-bf28-a0232af08c43,normal,0,0,0.54292035,0
data\labelled\normal\defdbef3-bea2-4f32-9d9a-62af1102ebfd.jpg,0,val,defdbef3-bea2-4f32-9d9a-62af1102ebfd,normal,0,0,0.57751775,0
data\labelled\normal\b24be149-f92f-41bf-bc4f-bf1953122ab8.jpg,0,test,b24be149-f92f-41bf-bc4f-bf1953122ab8,normal,0,0,0.6015323,0
data\labelled\normal\c5a4a35f-f192-4df8-b2c7-025b3619cbae.jpg,0,test,c5a4a35f-f192-4df8-b2c7-025b3619cbae,normal,0,0,0.56547433,0
data\labelled\cancer\bf7004d5-af81-4cf6-8411-b5105eeecda1.jpg,1,test,bf7004d5-af81-4cf6-8411-b5105eeecda1,cancer,1,1,0.62731904,1
data\labelled\normal\64b1b1ba-52e5-449d-9537-d2a1e07c0b10.jpg,0,test,64b1b1ba-52e5-449d-9537-d2a1e07c0b10,normal,0,0,0.5349515,0
data\labelled\normal\c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd.jpg,0,test,c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd,normal,0,0,0.57441235,0
data\labelled\cancer\11a7a426-4806-401e-98b2-b96e7094d1a6.jpg,1,test,11a7a426-4806-401e-98b2-b96e7094d1a6,cancer,1,0,0.4992943,0
data\labelled\cancer\27149ff6-8363-4942-a72a-eb7e38e77099.jpg,1,test,27149ff6-8363-4942-a72a-eb7e38e77099,cancer,1,1,0.59718925,1
data\labelled\cancer\c2df5b36-1533-44b3-8a2e-e74e26bfde2c.jpg,1,test,c2df5b36-1533-44b3-8a2e-e74e26bfde2c,cancer,1,1,0.59300005,1
data\labelled\cancer\f72a85aa-c5ab-4a91-98ec-01bf004d87e3.jpg,1,test,f72a85aa-c5ab-4a91-98ec-01bf004d87e3,cancer,1,0,0.50911653,0
data\labelled\normal\500ef89c-b724-4799-9d49-37f8fdafa1f6.jpg,0,test,500ef89c-b724-4799-9d49-37f8fdafa1f6,normal,0,0,0.5699853,0
data\labelled\cancer\0c6f3641-60d9-4a76-abe5-de89d55d5f2c.jpg,1,test,0c6f3641-60d9-4a76-abe5-de89d55d5f2c,cancer,1,0,0.5723036,0
data\labelled\cancer\e0eb623a-d168-445a-9ac7-b8736568b57c.jpg,1,test,e0eb623a-d168-445a-9ac7-b8736568b57c,cancer,1,1,0.5219208,1
data\labelled\normal\b9b56b95-43de-4c35-8362-400e9271af71.jpg,0,test,b9b56b95-43de-4c35-8362-400e9271af71,normal,0,0,0.60651046,0
data\labelled\normal\747fe2f6-6c50-4e01-8316-f12c9a0d10e6.jpg,0,test,747fe2f6-6c50-4e01-8316-f12c9a0d10e6,normal,0,0,0.5817794,0
data\labelled\cancer\546ccef0-d10d-4e24-b3dd-660365910236.jpg,1,test,546ccef0-d10d-4e24-b3dd-660365910236,cancer,1,0,0.58004653,0
data\labelled\cancer\2fa551e9-5b85-44f6-ab71-6035b4e3f8aa.jpg,1,test,2fa551e9-5b85-44f6-ab71-6035b4e3f8aa,cancer,1,1,0.5885384,1
data\labelled\normal\4a2102b8-0fb8-479a-ad2a-0b5e704489e5.jpg,0,test,4a2102b8-0fb8-479a-ad2a-0b5e704489e5,normal,0,0,0.51708174,0
data\labelled\normal\3e3f6d78-0983-46a9-8755-a67b5f3f5b20.jpg,0,test,3e3f6d78-0983-46a9-8755-a67b5f3f5b20,normal,0,0,0.5711723,0
data\labelled\cancer\9ff6e310-b23a-4240-ac18-9fd99bd48e80.jpg,1,test,9ff6e310-b23a-4240-ac18-9fd99bd48e80,cancer,1,0,0.5336078,0
data\labelled\normal\a0b8c8bc-8784-4af3-843c-f91b0d1e503f.jpg,0,test,a0b8c8bc-8784-4af3-843c-f91b0d1e503f,normal,0,0,0.58901954,0
data\labelled\normal\e3257bee-1143-4866-9d50-618c4ce1413e.jpg,0,test,e3257bee-1143-4866-9d50-618c4ce1413e,normal,0,0,0.58749557,0
data\labelled\normal\41ba782a-10f9-4c8d-8a43-e0b74e3f2329.jpg,0,test,41ba782a-10f9-4c8d-8a43-e0b74e3f2329,normal,0,0,0.57314044,0
data\labelled\cancer\73352791-6331-48a0-b0d1-045fb31d376c.jpg,1,test,73352791-6331-48a0-b0d1-045fb31d376c,cancer,1,0,0.49865288,0
data\labelled\cancer\85b4ab96-9a8b-4cbf-a771-55f4830978fc.jpg,1,test,85b4ab96-9a8b-4cbf-a771-55f4830978fc,cancer,1,1,0.57385314,1
data\labelled\normal\11825cf3-9b35-42d3-ac99-21f26dd2f94e.jpg,0,test,11825cf3-9b35-42d3-ac99-21f26dd2f94e,normal,0,0,0.61299396,0
data\labelled\normal\595aa054-274a-4e4b-9a1b-c0c477c80463.jpg,0,test,595aa054-274a-4e4b-9a1b-c0c477c80463,normal,0,0,0.60418963,0
data\labelled\cancer\2b810835-844c-49ff-b0f1-c7a71a0c696c.jpg,1,test,2b810835-844c-49ff-b0f1-c7a71a0c696c,cancer,1,1,0.5698328,1
data\labelled\cancer\2d662cc1-509b-4657-a208-6d181aedd5e3.jpg,1,test,2d662cc1-509b-4657-a208-6d181aedd5e3,cancer,1,0,0.4907664,0
data\labelled\cancer\a8319ab8-471b-4d18-bb47-a377c4f9bd38.jpg,1,test,a8319ab8-471b-4d18-bb47-a377c4f9bd38,cancer,1,1,0.55465674,1
data\labelled\normal\2593c9b2-36d5-433b-81bf-44ab993a795e.jpg,0,test,2593c9b2-36d5-433b-81bf-44ab993a795e,normal,0,0,0.5809955,0
data\unlabelled\001b158a-7af8-451e-bf31-3a9116265f3a.jpg,-1,unlabeled,001b158a-7af8-451e-bf31-3a9116265f3a,unlabeled,-1,1,0.5746903,-1
data\unlabelled\00366e8d-5520-4d3c-a70b-91a7eec1f521.jpg,-1,unlabeled,00366e8d-5520-4d3c-a70b-91a7eec1f521,unlabeled,-1,0,0.54087293,-1
data\unlabelled\00455a62-f79f-4072-9a23-4951e759acdc.jpg,-1,unlabeled,00455a62-f79f-4072-9a23-4951e759acdc,unlabeled,-1,0,0.5636558,-1
data\unlabelled\004ce5f5-ca6b-490f-9b2f-c322c152e2ee.jpg,-1,unlabeled,004ce5f5-ca6b-490f-9b2f-c322c152e2ee,unlabeled,-1,0,0.50977725,-1
data\unlabelled\005d9a37-8894-4eb5-8367-1015d4a43638.jpg,-1,unlabeled,005d9a37-8894-4eb5-8367-1015d4a43638,unlabeled,-1,1,0.6162207,1
data\unlabelled\009e9d31-9f37-4d97-a941-81501294c403.jpg,-1,unlabeled,009e9d31-9f37-4d97-a941-81501294c403,unlabeled,-1,1,0.59060353,-1
data\unlabelled\009eac4a-c951-4da9-852a-b32e9ce20c6e.jpg,-1,unlabeled,009eac4a-c951-4da9-852a-b32e9ce20c6e,unlabeled,-1,1,0.55125016,-1
data\unlabelled\00e9e198-79de-47ab-9f4e-7b76152324bb.jpg,-1,unlabeled,00e9e198-79de-47ab-9f4e-7b76152324bb,unlabeled,-1,1,0.5764013,-1
data\unlabelled\01274f5e-3064-4efd-af4b-38e164188c31.jpg,-1,unlabeled,01274f5e-3064-4efd-af4b-38e164188c31,unlabeled,-1,1,0.5988647,-1
data\unlabelled\01717fbf-4bcf-475a-a718-361ed07d2854.jpg,-1,unlabeled,01717fbf-4bcf-475a-a718-361ed07d2854,unlabeled,-1,1,0.53916734,-1
data\unlabelled\01d1f0ed-5070-45a8-ad26-f8a95ebec98d.jpg,-1,unlabeled,01d1f0ed-5070-45a8-ad26-f8a95ebec98d,unlabeled,-1,0,0.52687424,-1
data\unlabelled\01d4471e-7c83-4335-ab49-c650d0da1dea.jpg,-1,unlabeled,01d4471e-7c83-4335-ab49-c650d0da1dea,unlabeled,-1,1,0.5643826,-1
data\unlabelled\01e09766-fcd9-4df0-82f7-265f9ffecdf6.jpg,-1,unlabeled,01e09766-fcd9-4df0-82f7-265f9ffecdf6,unlabeled,-1,1,0.6194684,1
data\unlabelled\01f4b8d2-56ed-4d82-ad41-6864de091425.jpg,-1,unlabeled,01f4b8d2-56ed-4d82-ad41-6864de091425,unlabeled,-1,1,0.5749886,-1
data\unlabelled\01fa1329-7524-49f5-8f11-bb9d8717a3fe.jpg,-1,unlabeled,01fa1329-7524-49f5-8f11-bb9d8717a3fe,unlabeled,-1,1,0.5781473,-1
data\unlabelled\0208c07c-bc4b-4741-ad0f-d5beeb18cc52.jpg,-1,unlabeled,0208c07c-bc4b-4741-ad0f-d5beeb18cc52,unlabeled,-1,1,0.5500808,-1
data\unlabelled\02af8a8e-3c79-4a3c-8412-52f483eb9411.jpg,-1,unlabeled,02af8a8e-3c79-4a3c-8412-52f483eb9411,unlabeled,-1,0,0.5150989,-1
data\unlabelled\02d2c771-7bf5-4771-972c-7f123088b7b0.jpg,-1,unlabeled,02d2c771-7bf5-4771-972c-7f123088b7b0,unlabeled,-1,1,0.6149817,1
data\unlabelled\0303753e-919b-4947-8e55-4fc922bfbe35.jpg,-1,unlabeled,0303753e-919b-4947-8e55-4fc922bfbe35,unlabeled,-1,1,0.5855729,-1
data\unlabelled\030d0b45-ee70-41f9-9e56-2581052b2c18.jpg,-1,unlabeled,030d0b45-ee70-41f9-9e56-2581052b2c18,unlabeled,-1,1,0.5770501,-1
data\unlabelled\03bd85ef-651a-4f93-8569-786dbfd37965.jpg,-1,unlabeled,03bd85ef-651a-4f93-8569-786dbfd37965,unlabeled,-1,0,0.52836627,-1
data\unlabelled\03c5ec29-9720-4c07-a8e1-4a8a70852f40.jpg,-1,unlabeled,03c5ec29-9720-4c07-a8e1-4a8a70852f40,unlabeled,-1,0,0.596074,0
data\unlabelled\046474d2-fe65-4639-b211-4d0bb8ad7a43.jpg,-1,unlabeled,046474d2-fe65-4639-b211-4d0bb8ad7a43,unlabeled,-1,0,0.49630177,-1
data\unlabelled\0477e002-4775-44e2-84d9-52b93f5ee697.jpg,-1,unlabeled,0477e002-4775-44e2-84d9-52b93f5ee697,unlabeled,-1,1,0.60804504,1
data\unlabelled\047c949c-1610-4094-bee7-10b6ea7064a5.jpg,-1,unlabeled,047c949c-1610-4094-bee7-10b6ea7064a5,unlabeled,-1,1,0.6176199,1
data\unlabelled\0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e.jpg,-1,unlabeled,0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e,unlabeled,-1,1,0.5780276,-1
data\unlabelled\04b806ad-e6ed-47bc-a2e8-ce0d2d790de4.jpg,-1,unlabeled,04b806ad-e6ed-47bc-a2e8-ce0d2d790de4,unlabeled,-1,0,0.60620564,0
data\unlabelled\04d076ce-4216-47ba-9013-6fe6956c7aed.jpg,-1,unlabeled,04d076ce-4216-47ba-9013-6fe6956c7aed,unlabeled,-1,1,0.6099145,1
data\unlabelled\04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29.jpg,-1,unlabeled,04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29,unlabeled,-1,0,0.54651535,-1
data\unlabelled\04dd2b78-0aa3-4364-b762-21a6e71d3658.jpg,-1,unlabeled,04dd2b78-0aa3-4364-b762-21a6e71d3658,unlabeled,-1,0,0.60651046,0
data\unlabelled\050d57f6-aebf-45d9-b4c5-045e92c9e88e.jpg,-1,unlabeled,050d57f6-aebf-45d9-b4c5-045e92c9e88e,unlabeled,-1,1,0.5473701,-1
data\unlabelled\0526db38-5dff-48c0-b682-0c4ae12fc125.jpg,-1,unlabeled,0526db38-5dff-48c0-b682-0c4ae12fc125,unlabeled,-1,1,0.5894891,-1
data\unlabelled\0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e.jpg,-1,unlabeled,0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e,unlabeled,-1,1,0.60096407,-1
data\unlabelled\05e808fc-a00c-4f1e-9682-1f73915f6902.jpg,-1,unlabeled,05e808fc-a00c-4f1e-9682-1f73915f6902,unlabeled,-1,1,0.55054563,-1
data\unlabelled\063a6210-0d77-4f8d-96ea-6a4814c37995.jpg,-1,unlabeled,063a6210-0d77-4f8d-96ea-6a4814c37995,unlabeled,-1,0,0.581069,-1
data\unlabelled\06738ba6-51e3-493c-a215-6fcd19d005ca.jpg,-1,unlabeled,06738ba6-51e3-493c-a215-6fcd19d005ca,unlabeled,-1,1,0.529743,-1
data\unlabelled\06819cc7-d34d-484f-b79a-60c01e7770f4.jpg,-1,unlabeled,06819cc7-d34d-484f-b79a-60c01e7770f4,unlabeled,-1,1,0.5826057,-1
data\unlabelled\06952e36-f936-456d-91b3-fd950445dcc9.jpg,-1,unlabeled,06952e36-f936-456d-91b3-fd950445dcc9,unlabeled,-1,1,0.58136696,-1
data\unlabelled\06a76102-9548-4dab-9572-e78259fa082e.jpg,-1,unlabeled,06a76102-9548-4dab-9572-e78259fa082e,unlabeled,-1,0,0.5714162,-1
data\unlabelled\06b17341-f3bb-4f31-8198-1ebdccbe2367.jpg,-1,unlabeled,06b17341-f3bb-4f31-8198-1ebdccbe2367,unlabeled,-1,0,0.55494577,-1
data\unlabelled\06c78a2d-9a5c-4249-b2ea-a4b267021c70.jpg,-1,unlabeled,06c78a2d-9a5c-4249-b2ea-a4b267021c70,unlabeled,-1,0,0.5337311,-1
data\unlabelled\06dd4af6-faf7-4661-a3cc-c5a30e01bb74.jpg,-1,unlabeled,06dd4af6-faf7-4661-a3cc-c5a30e01bb74,unlabeled,-1,1,0.57664186,-1
data\unlabelled\070e4686-675c-4c4a-a61b-d9d8ed236c7a.jpg,-1,unlabeled,070e4686-675c-4c4a-a61b-d9d8ed236c7a,unlabeled,-1,0,0.5522383,-1
data\unlabelled\0746ecad-9485-4245-a119-cdbe6f074d7a.jpg,-1,unlabeled,0746ecad-9485-4245-a119-cdbe6f074d7a,unlabeled,-1,0,0.5864174,-1
data\unlabelled\07eab220-96c1-466e-b2eb-ab8789548e89.jpg,-1,unlabeled,07eab220-96c1-466e-b2eb-ab8789548e89,unlabeled,-1,0,0.5647159,-1
data\unlabelled\07ee903a-9246-4463-8250-6cd90eeaf08c.jpg,-1,unlabeled,07ee903a-9246-4463-8250-6cd90eeaf08c,unlabeled,-1,1,0.5951706,-1
data\unlabelled\0822f067-f5e2-477d-8005-3ad857c4c1fa.jpg,-1,unlabeled,0822f067-f5e2-477d-8005-3ad857c4c1fa,unlabeled,-1,0,0.5729543,-1
data\unlabelled\0850ca4c-e6e0-44ef-be80-ba3fe3d84483.jpg,-1,unlabeled,0850ca4c-e6e0-44ef-be80-ba3fe3d84483,unlabeled,-1,1,0.5887135,-1
data\unlabelled\08d0d2e6-01f2-4344-b1a4-d603101b76a3.jpg,-1,unlabeled,08d0d2e6-01f2-4344-b1a4-d603101b76a3,unlabeled,-1,1,0.6067577,1
data\unlabelled\0905a879-d869-4756-ab7a-b2f01e7dd122.jpg,-1,unlabeled,0905a879-d869-4756-ab7a-b2f01e7dd122,unlabeled,-1,0,0.5613358,-1
data\unlabelled\096ae32e-065a-4a00-959a-e63b1b5c77d6.jpg,-1,unlabeled,096ae32e-065a-4a00-959a-e63b1b5c77d6,unlabeled,-1,0,0.56617695,-1
data\unlabelled\097aeae8-d3da-4201-ac6c-fb697ee9df68.jpg,-1,unlabeled,097aeae8-d3da-4201-ac6c-fb697ee9df68,unlabeled,-1,1,0.5928932,-1
data\unlabelled\09d56396-71e1-4c05-bf3f-ad755cb175a3.jpg,-1,unlabeled,09d56396-71e1-4c05-bf3f-ad755cb175a3,unlabeled,-1,0,0.5717172,-1
data\unlabelled\09dece73-b184-494f-b636-f5d3113b6f3e.jpg,-1,unlabeled,09dece73-b184-494f-b636-f5d3113b6f3e,unlabeled,-1,0,0.5873212,-1
