image_path,label,split,image_id,label_name,true_label,weak_label_kmeans,confidence_score,weak_label_kmeans_filtered
data\labelled\cancer\c6acea0d-0c31-4ce8-b0f8-b4a610a9477d.jpg,1,train,c6acea0d-0c31-4ce8-b0f8-b4a610a9477d,cancer,1,1,0.21303941475597732,1
data\labelled\normal\cb46329d-12f5-451d-94c6-cb094c101742.jpg,0,train,cb46329d-12f5-451d-94c6-cb094c101742,normal,0,0,0.2903244567266393,0
data\labelled\cancer\d66dbd3f-d03a-43c9-bf95-a97503acc602.jpg,1,train,d66dbd3f-d03a-43c9-bf95-a97503acc602,cancer,1,1,0.27005753122850096,1
data\labelled\cancer\7e3f6acd-c9cc-440e-ba01-fedab0462fed.jpg,1,train,7e3f6acd-c9cc-440e-ba01-fedab0462fed,cancer,1,0,0.0894456689579427,0
data\labelled\cancer\bb6a90e9-c19c-4a19-b5f8-b11460f393fe.jpg,1,train,bb6a90e9-c19c-4a19-b5f8-b11460f393fe,cancer,1,1,0.223129093144236,1
data\labelled\normal\b1453a6d-1a6e-4749-a86d-0650eda15190.jpg,0,train,b1453a6d-1a6e-4749-a86d-0650eda15190,normal,0,0,0.2003922639762613,0
data\labelled\cancer\a038584c-fc3c-4f82-9a7c-1c4bb7339c2e.jpg,1,train,a038584c-fc3c-4f82-9a7c-1c4bb7339c2e,cancer,1,1,0.22723371583157959,1
data\labelled\cancer\972144a3-6ecd-47af-a5dd-e91ab48a21b9.jpg,1,train,972144a3-6ecd-47af-a5dd-e91ab48a21b9,cancer,1,1,0.13064694093999796,1
data\labelled\normal\9e761fb7-da77-4feb-b268-2d873293ee78.jpg,0,train,9e761fb7-da77-4feb-b268-2d873293ee78,normal,0,0,0.23475418526857816,0
data\labelled\cancer\ed12774e-df91-40f1-aed6-77a5a53ede2d.jpg,1,train,ed12774e-df91-40f1-aed6-77a5a53ede2d,cancer,1,1,0.2058074071423276,1
data\labelled\normal\2251259e-64fd-44cd-b813-357d0a47e563.jpg,0,train,2251259e-64fd-44cd-b813-357d0a47e563,normal,0,0,0.25426223254126623,0
data\labelled\normal\3ebe5f3a-90d3-4e79-af97-3d9584215044.jpg,0,train,3ebe5f3a-90d3-4e79-af97-3d9584215044,normal,0,0,0.3573699823062083,0
data\labelled\normal\22164f5b-9b9f-4fcc-897a-9f902d730bbe.jpg,0,train,22164f5b-9b9f-4fcc-897a-9f902d730bbe,normal,0,0,0.24680006536055998,0
data\labelled\cancer\be3210d7-e2d1-4cc3-ba77-c1941fd0042a.jpg,1,train,be3210d7-e2d1-4cc3-ba77-c1941fd0042a,cancer,1,1,0.061754293842293806,1
data\labelled\cancer\fc219ce8-d4b3-4015-bb19-3ee1bb963e3e.jpg,1,train,fc219ce8-d4b3-4015-bb19-3ee1bb963e3e,cancer,1,0,0.1634413248829637,0
data\labelled\normal\525c8281-5980-4d11-b608-5176bdeb092b.jpg,0,train,525c8281-5980-4d11-b608-5176bdeb092b,normal,0,0,0.1736993572258767,0
data\labelled\cancer\5af7f2cb-a82b-4635-865e-5b57dbc7a087.jpg,1,train,5af7f2cb-a82b-4635-865e-5b57dbc7a087,cancer,1,1,0.0940596148848194,1
data\labelled\cancer\cb4e6fda-be13-454b-bbda-f75e184444d5.jpg,1,train,cb4e6fda-be13-454b-bbda-f75e184444d5,cancer,1,1,0.27993694508701683,1
data\labelled\normal\3f4cb3e9-75fc-4b40-942c-327f2498b37d.jpg,0,train,3f4cb3e9-75fc-4b40-942c-327f2498b37d,normal,0,0,0.24933423977560298,0
data\labelled\normal\89b229af-866b-4625-82ea-5e8041b9236c.jpg,0,train,89b229af-866b-4625-82ea-5e8041b9236c,normal,0,0,0.11427830597569644,0
data\labelled\cancer\b79ca26b-a909-4d31-a657-c4f357e3c8e3.jpg,1,train,b79ca26b-a909-4d31-a657-c4f357e3c8e3,cancer,1,1,0.25628240737963914,1
data\labelled\normal\09316c60-86c8-4f24-934e-8d433b8b9d72.jpg,0,train,09316c60-86c8-4f24-934e-8d433b8b9d72,normal,0,0,0.39990211492173167,0
data\labelled\cancer\3c3d07cb-ec2a-43b0-b8a3-3a51573ad930.jpg,1,train,3c3d07cb-ec2a-43b0-b8a3-3a51573ad930,cancer,1,0,0.1352028764348694,0
data\labelled\normal\692bfc6f-bcec-42a8-90e9-a867895b9a4b.jpg,0,train,692bfc6f-bcec-42a8-90e9-a867895b9a4b,normal,0,0,0.37690122962195305,0
data\labelled\normal\4a08dc59-4f77-4ae0-80b4-749dbde82b82.jpg,0,train,4a08dc59-4f77-4ae0-80b4-749dbde82b82,normal,0,1,0.2675012557838353,1
data\labelled\cancer\695f9d7a-083f-4856-83d1-638d13b39c99.jpg,1,train,695f9d7a-083f-4856-83d1-638d13b39c99,cancer,1,1,0.2085996555082077,1
data\labelled\normal\4660cb59-2980-4933-a315-3326eb72148e.jpg,0,train,4660cb59-2980-4933-a315-3326eb72148e,normal,0,0,0.28228009661298004,0
data\labelled\cancer\d018fae6-42d9-4de3-acbf-6c2637c28482.jpg,1,train,d018fae6-42d9-4de3-acbf-6c2637c28482,cancer,1,1,0.2636198082158372,1
data\labelled\normal\1953e998-29b8-4d36-975f-007c4fcb84a3.jpg,0,train,1953e998-29b8-4d36-975f-007c4fcb84a3,normal,0,0,0.18405164105409888,0
data\labelled\normal\ab973d15-084b-402c-9ffe-3b953ad26f4b.jpg,0,train,ab973d15-084b-402c-9ffe-3b953ad26f4b,normal,0,0,0.20910002945955242,0
data\labelled\cancer\e4412dd3-fd1e-44cc-8258-f136b540c401.jpg,1,train,e4412dd3-fd1e-44cc-8258-f136b540c401,cancer,1,1,0.2509723521097471,1
data\labelled\normal\71f8bd3d-58a9-485f-860d-cfca5fd01bae.jpg,0,train,71f8bd3d-58a9-485f-860d-cfca5fd01bae,normal,0,0,0.266968358389047,0
data\labelled\cancer\c6c3d533-e366-42ff-9e69-fa2823910709.jpg,1,train,c6c3d533-e366-42ff-9e69-fa2823910709,cancer,1,0,0.17425514853291546,0
data\labelled\normal\42ba7707-26c1-42bc-a00f-3d456741ef96.jpg,0,train,42ba7707-26c1-42bc-a00f-3d456741ef96,normal,0,0,0.2569504056634486,0
data\labelled\normal\14703976-0467-4acb-ade4-8a375ebfd4f9.jpg,0,train,14703976-0467-4acb-ade4-8a375ebfd4f9,normal,0,0,0.1652285188899022,0
data\labelled\cancer\90f3723c-bc7e-4ad4-a0d7-574a70952231.jpg,1,train,90f3723c-bc7e-4ad4-a0d7-574a70952231,cancer,1,1,0.117464079251409,1
data\labelled\cancer\05340cd4-3bb2-459d-9937-bf27d52d8351.jpg,1,train,05340cd4-3bb2-459d-9937-bf27d52d8351,cancer,1,1,0.2750938014157345,1
data\labelled\normal\9e28ecf2-b8cd-4ea5-84b3-bf8f92d21f99.jpg,0,train,9e28ecf2-b8cd-4ea5-84b3-bf8f92d21f99,normal,0,0,0.20422439296449335,0
data\labelled\cancer\d8178c68-a01b-4d41-973d-bbd052aa7a4a.jpg,1,train,d8178c68-a01b-4d41-973d-bbd052aa7a4a,cancer,1,1,0.23439550679462218,1
data\labelled\normal\4a71d847-c91b-481d-b112-3550c6655893.jpg,0,train,4a71d847-c91b-481d-b112-3550c6655893,normal,0,0,0.300812338002756,0
data\labelled\cancer\7565fa51-16fd-4a71-a942-b91713a7a0d6.jpg,1,train,7565fa51-16fd-4a71-a942-b91713a7a0d6,cancer,1,0,0.2540079660315746,0
data\labelled\cancer\46587a13-4250-4d3e-b930-7d7be8f96425.jpg,1,train,46587a13-4250-4d3e-b930-7d7be8f96425,cancer,1,0,0.1224763990081782,0
data\labelled\normal\7b966204-9ca7-4960-b261-026b29b427c4.jpg,0,train,7b966204-9ca7-4960-b261-026b29b427c4,normal,0,0,0.2372561510829343,0
data\labelled\normal\cfda6929-14c5-41b9-b754-6922cb0920dc.jpg,0,train,cfda6929-14c5-41b9-b754-6922cb0920dc,normal,0,0,0.20117104388976437,0
data\labelled\cancer\cc0ae8e9-036f-4ee9-a4ee-6828120e0ea3.jpg,1,val,cc0ae8e9-036f-4ee9-a4ee-6828120e0ea3,cancer,1,1,0.37253259986539233,1
data\labelled\normal\8e1cc70d-cccd-416c-99a5-df64bcadeb26.jpg,0,val,8e1cc70d-cccd-416c-99a5-df64bcadeb26,normal,0,0,0.2203412371494513,0
data\labelled\cancer\9973120d-7335-43da-bd9b-3c686afbcf32.jpg,1,val,9973120d-7335-43da-bd9b-3c686afbcf32,cancer,1,0,0.0766219561641861,0
data\labelled\cancer\4d14c944-eed4-4c4f-8fd9-cbbb53e8f35d.jpg,1,val,4d14c944-eed4-4c4f-8fd9-cbbb53e8f35d,cancer,1,1,0.2374997288263716,1
data\labelled\cancer\5066bf9b-d944-4d40-ba06-d3242c7a4fd1.jpg,1,val,5066bf9b-d944-4d40-ba06-d3242c7a4fd1,cancer,1,1,0.25619093349829847,1
data\labelled\normal\9922995f-dc68-4b39-87c8-68e54635ce32.jpg,0,val,9922995f-dc68-4b39-87c8-68e54635ce32,normal,0,0,0.3783727965103435,0
data\labelled\normal\2794c549-1ec3-4d08-abed-84ccd53791f3.jpg,0,val,2794c549-1ec3-4d08-abed-84ccd53791f3,normal,0,0,0.25476212926298714,0
data\labelled\cancer\0f718241-8f63-4b55-81ce-315324b51069.jpg,1,val,0f718241-8f63-4b55-81ce-315324b51069,cancer,1,0,0.03291484116774879,0
data\labelled\normal\3c213abc-ab17-4037-a8e5-caa7bc1babe1.jpg,0,val,3c213abc-ab17-4037-a8e5-caa7bc1babe1,normal,0,0,0.26738027600930825,0
data\labelled\normal\6c861380-76ee-490d-bf28-a0232af08c43.jpg,0,val,6c861380-76ee-490d-bf28-a0232af08c43,normal,0,0,0.13977852023591786,0
data\labelled\normal\defdbef3-bea2-4f32-9d9a-62af1102ebfd.jpg,0,val,defdbef3-bea2-4f32-9d9a-62af1102ebfd,normal,0,0,0.2282591895811954,0
data\labelled\normal\b24be149-f92f-41bf-bc4f-bf1953122ab8.jpg,0,test,b24be149-f92f-41bf-bc4f-bf1953122ab8,normal,0,0,0.3445923792562139,0
data\labelled\normal\c5a4a35f-f192-4df8-b2c7-025b3619cbae.jpg,0,test,c5a4a35f-f192-4df8-b2c7-025b3619cbae,normal,0,0,0.20281645175457197,0
data\labelled\cancer\bf7004d5-af81-4cf6-8411-b5105eeecda1.jpg,1,test,bf7004d5-af81-4cf6-8411-b5105eeecda1,cancer,1,1,0.3529030225271039,1
data\labelled\normal\64b1b1ba-52e5-449d-9537-d2a1e07c0b10.jpg,0,test,64b1b1ba-52e5-449d-9537-d2a1e07c0b10,normal,0,0,0.10818154040210037,0
data\labelled\normal\c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd.jpg,0,test,c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd,normal,0,0,0.24466628266140544,0
data\labelled\cancer\11a7a426-4806-401e-98b2-b96e7094d1a6.jpg,1,test,11a7a426-4806-401e-98b2-b96e7094d1a6,cancer,1,0,0.044848052625802604,0
data\labelled\cancer\27149ff6-8363-4942-a72a-eb7e38e77099.jpg,1,test,27149ff6-8363-4942-a72a-eb7e38e77099,cancer,1,1,0.25425136005552207,1
data\labelled\cancer\c2df5b36-1533-44b3-8a2e-e74e26bfde2c.jpg,1,test,c2df5b36-1533-44b3-8a2e-e74e26bfde2c,cancer,1,1,0.2435687179542494,1
data\labelled\cancer\f72a85aa-c5ab-4a91-98ec-01bf004d87e3.jpg,1,test,f72a85aa-c5ab-4a91-98ec-01bf004d87e3,cancer,1,0,0.05639568698883857,0
data\labelled\normal\500ef89c-b724-4799-9d49-37f8fdafa1f6.jpg,0,test,500ef89c-b724-4799-9d49-37f8fdafa1f6,normal,0,0,0.20225046268965297,0
data\labelled\cancer\0c6f3641-60d9-4a76-abe5-de89d55d5f2c.jpg,1,test,0c6f3641-60d9-4a76-abe5-de89d55d5f2c,cancer,1,0,0.255241751159784,0
data\labelled\cancer\e0eb623a-d168-445a-9ac7-b8736568b57c.jpg,1,test,e0eb623a-d168-445a-9ac7-b8736568b57c,cancer,1,1,0.026420573296039085,1
data\labelled\normal\b9b56b95-43de-4c35-8362-400e9271af71.jpg,0,test,b9b56b95-43de-4c35-8362-400e9271af71,normal,0,0,0.337647845479604,0
data\labelled\normal\747fe2f6-6c50-4e01-8316-f12c9a0d10e6.jpg,0,test,747fe2f6-6c50-4e01-8316-f12c9a0d10e6,normal,0,0,0.20769665208762467,0
data\labelled\cancer\546ccef0-d10d-4e24-b3dd-660365910236.jpg,1,test,546ccef0-d10d-4e24-b3dd-660365910236,cancer,1,0,0.25553185648782284,0
data\labelled\cancer\2fa551e9-5b85-44f6-ab71-6035b4e3f8aa.jpg,1,test,2fa551e9-5b85-44f6-ab71-6035b4e3f8aa,cancer,1,1,0.21428767318015607,1
data\labelled\normal\4a2102b8-0fb8-479a-ad2a-0b5e704489e5.jpg,0,test,4a2102b8-0fb8-479a-ad2a-0b5e704489e5,normal,0,0,0.08395995450255833,0
data\labelled\normal\3e3f6d78-0983-46a9-8755-a67b5f3f5b20.jpg,0,test,3e3f6d78-0983-46a9-8755-a67b5f3f5b20,normal,0,0,0.21723854355684769,0
data\labelled\cancer\9ff6e310-b23a-4240-ac18-9fd99bd48e80.jpg,1,test,9ff6e310-b23a-4240-ac18-9fd99bd48e80,cancer,1,0,0.09382718733541362,0
data\labelled\normal\a0b8c8bc-8784-4af3-843c-f91b0d1e503f.jpg,0,test,a0b8c8bc-8784-4af3-843c-f91b0d1e503f,normal,0,0,0.25173730283362883,0
data\labelled\normal\e3257bee-1143-4866-9d50-618c4ce1413e.jpg,0,test,e3257bee-1143-4866-9d50-618c4ce1413e,normal,0,0,0.24652167846868334,0
data\labelled\normal\41ba782a-10f9-4c8d-8a43-e0b74e3f2329.jpg,0,test,41ba782a-10f9-4c8d-8a43-e0b74e3f2329,normal,0,0,0.1940607670567842,0
data\labelled\cancer\73352791-6331-48a0-b0d1-045fb31d376c.jpg,1,test,73352791-6331-48a0-b0d1-045fb31d376c,cancer,1,0,0.01789090427205431,0
data\labelled\cancer\85b4ab96-9a8b-4cbf-a771-55f4830978fc.jpg,1,test,85b4ab96-9a8b-4cbf-a771-55f4830978fc,cancer,1,1,0.16683241955945005,1
data\labelled\normal\11825cf3-9b35-42d3-ac99-21f26dd2f94e.jpg,0,test,11825cf3-9b35-42d3-ac99-21f26dd2f94e,normal,0,0,0.3690497422928867,0
data\labelled\normal\595aa054-274a-4e4b-9a1b-c0c477c80463.jpg,0,test,595aa054-274a-4e4b-9a1b-c0c477c80463,normal,0,0,0.29887015569783537,0
data\labelled\cancer\2b810835-844c-49ff-b0f1-c7a71a0c696c.jpg,1,test,2b810835-844c-49ff-b0f1-c7a71a0c696c,cancer,1,1,0.17277284101656543,1
data\labelled\cancer\2d662cc1-509b-4657-a208-6d181aedd5e3.jpg,1,test,2d662cc1-509b-4657-a208-6d181aedd5e3,cancer,1,0,0.01825830117958882,0
data\labelled\cancer\a8319ab8-471b-4d18-bb47-a377c4f9bd38.jpg,1,test,a8319ab8-471b-4d18-bb47-a377c4f9bd38,cancer,1,1,0.11426789028546225,1
data\labelled\normal\2593c9b2-36d5-433b-81bf-44ab993a795e.jpg,0,test,2593c9b2-36d5-433b-81bf-44ab993a795e,normal,0,0,0.2005942414790941,0
data\unlabelled\001b158a-7af8-451e-bf31-3a9116265f3a.jpg,-1,unlabeled,001b158a-7af8-451e-bf31-3a9116265f3a,unlabeled,-1,1,0.16588637559981156,-1
data\unlabelled\00366e8d-5520-4d3c-a70b-91a7eec1f521.jpg,-1,unlabeled,00366e8d-5520-4d3c-a70b-91a7eec1f521,unlabeled,-1,0,0.15213626723486784,-1
data\unlabelled\00455a62-f79f-4072-9a23-4951e759acdc.jpg,-1,unlabeled,00455a62-f79f-4072-9a23-4951e759acdc,unlabeled,-1,0,0.2446121856453909,-1
data\unlabelled\004ce5f5-ca6b-490f-9b2f-c322c152e2ee.jpg,-1,unlabeled,004ce5f5-ca6b-490f-9b2f-c322c152e2ee,unlabeled,-1,0,0.08985288857987572,-1
data\unlabelled\005d9a37-8894-4eb5-8367-1015d4a43638.jpg,-1,unlabeled,005d9a37-8894-4eb5-8367-1015d4a43638,unlabeled,-1,1,0.2693540713493481,-1
data\unlabelled\009e9d31-9f37-4d97-a941-81501294c403.jpg,-1,unlabeled,009e9d31-9f37-4d97-a941-81501294c403,unlabeled,-1,1,0.24591582868686213,-1
data\unlabelled\009eac4a-c951-4da9-852a-b32e9ce20c6e.jpg,-1,unlabeled,009eac4a-c951-4da9-852a-b32e9ce20c6e,unlabeled,-1,1,0.13038620047585103,-1
data\unlabelled\00e9e198-79de-47ab-9f4e-7b76152324bb.jpg,-1,unlabeled,00e9e198-79de-47ab-9f4e-7b76152324bb,unlabeled,-1,1,0.1904169513423396,-1
data\unlabelled\01274f5e-3064-4efd-af4b-38e164188c31.jpg,-1,unlabeled,01274f5e-3064-4efd-af4b-38e164188c31,unlabeled,-1,1,0.22029878908736544,-1
data\unlabelled\01717fbf-4bcf-475a-a718-361ed07d2854.jpg,-1,unlabeled,01717fbf-4bcf-475a-a718-361ed07d2854,unlabeled,-1,1,0.0513564057969248,-1
data\unlabelled\01d1f0ed-5070-45a8-ad26-f8a95ebec98d.jpg,-1,unlabeled,01d1f0ed-5070-45a8-ad26-f8a95ebec98d,unlabeled,-1,0,0.09149916923160761,-1
data\unlabelled\01d4471e-7c83-4335-ab49-c650d0da1dea.jpg,-1,unlabeled,01d4471e-7c83-4335-ab49-c650d0da1dea,unlabeled,-1,1,0.1893478650497491,-1
data\unlabelled\01e09766-fcd9-4df0-82f7-265f9ffecdf6.jpg,-1,unlabeled,01e09766-fcd9-4df0-82f7-265f9ffecdf6,unlabeled,-1,1,0.2600471311870174,-1
data\unlabelled\01f4b8d2-56ed-4d82-ad41-6864de091425.jpg,-1,unlabeled,01f4b8d2-56ed-4d82-ad41-6864de091425,unlabeled,-1,1,0.19398278021821935,-1
data\unlabelled\01fa1329-7524-49f5-8f11-bb9d8717a3fe.jpg,-1,unlabeled,01fa1329-7524-49f5-8f11-bb9d8717a3fe,unlabeled,-1,1,0.1977468208568538,-1
data\unlabelled\0208c07c-bc4b-4741-ad0f-d5beeb18cc52.jpg,-1,unlabeled,0208c07c-bc4b-4741-ad0f-d5beeb18cc52,unlabeled,-1,1,0.12659431829779966,-1
data\unlabelled\02af8a8e-3c79-4a3c-8412-52f483eb9411.jpg,-1,unlabeled,02af8a8e-3c79-4a3c-8412-52f483eb9411,unlabeled,-1,0,0.07006921544155675,-1
data\unlabelled\02d2c771-7bf5-4771-972c-7f123088b7b0.jpg,-1,unlabeled,02d2c771-7bf5-4771-972c-7f123088b7b0,unlabeled,-1,1,0.27959956831964494,-1
data\unlabelled\0303753e-919b-4947-8e55-4fc922bfbe35.jpg,-1,unlabeled,0303753e-919b-4947-8e55-4fc922bfbe35,unlabeled,-1,1,0.15467634150295095,-1
data\unlabelled\030d0b45-ee70-41f9-9e56-2581052b2c18.jpg,-1,unlabeled,030d0b45-ee70-41f9-9e56-2581052b2c18,unlabeled,-1,1,0.20449002358218005,-1
data\unlabelled\03bd85ef-651a-4f93-8569-786dbfd37965.jpg,-1,unlabeled,03bd85ef-651a-4f93-8569-786dbfd37965,unlabeled,-1,0,0.12683905019320563,-1
data\unlabelled\03c5ec29-9720-4c07-a8e1-4a8a70852f40.jpg,-1,unlabeled,03c5ec29-9720-4c07-a8e1-4a8a70852f40,unlabeled,-1,0,0.24754054931829084,-1
data\unlabelled\046474d2-fe65-4639-b211-4d0bb8ad7a43.jpg,-1,unlabeled,046474d2-fe65-4639-b211-4d0bb8ad7a43,unlabeled,-1,0,0.02236125877121886,-1
data\unlabelled\0477e002-4775-44e2-84d9-52b93f5ee697.jpg,-1,unlabeled,0477e002-4775-44e2-84d9-52b93f5ee697,unlabeled,-1,1,0.22184435349142984,-1
data\unlabelled\047c949c-1610-4094-bee7-10b6ea7064a5.jpg,-1,unlabeled,047c949c-1610-4094-bee7-10b6ea7064a5,unlabeled,-1,1,0.27986544277710934,-1
data\unlabelled\0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e.jpg,-1,unlabeled,0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e,unlabeled,-1,1,0.18789914304306377,-1
data\unlabelled\04b806ad-e6ed-47bc-a2e8-ce0d2d790de4.jpg,-1,unlabeled,04b806ad-e6ed-47bc-a2e8-ce0d2d790de4,unlabeled,-1,0,0.29959496610521785,-1
data\unlabelled\04d076ce-4216-47ba-9013-6fe6956c7aed.jpg,-1,unlabeled,04d076ce-4216-47ba-9013-6fe6956c7aed,unlabeled,-1,1,0.2895792954694716,-1
data\unlabelled\04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29.jpg,-1,unlabeled,04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29,unlabeled,-1,0,0.16869318009930978,-1
data\unlabelled\04dd2b78-0aa3-4364-b762-21a6e71d3658.jpg,-1,unlabeled,04dd2b78-0aa3-4364-b762-21a6e71d3658,unlabeled,-1,0,0.3376478127137684,-1
data\unlabelled\050d57f6-aebf-45d9-b4c5-045e92c9e88e.jpg,-1,unlabeled,050d57f6-aebf-45d9-b4c5-045e92c9e88e,unlabeled,-1,1,0.1278804637710661,-1
data\unlabelled\0526db38-5dff-48c0-b682-0c4ae12fc125.jpg,-1,unlabeled,0526db38-5dff-48c0-b682-0c4ae12fc125,unlabeled,-1,1,0.23995768244713955,-1
data\unlabelled\0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e.jpg,-1,unlabeled,0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e,unlabeled,-1,1,0.21038348164534082,-1
data\unlabelled\05e808fc-a00c-4f1e-9682-1f73915f6902.jpg,-1,unlabeled,05e808fc-a00c-4f1e-9682-1f73915f6902,unlabeled,-1,1,0.1066444737470571,-1
data\unlabelled\063a6210-0d77-4f8d-96ea-6a4814c37995.jpg,-1,unlabeled,063a6210-0d77-4f8d-96ea-6a4814c37995,unlabeled,-1,0,0.23340169801087407,-1
data\unlabelled\06738ba6-51e3-493c-a215-6fcd19d005ca.jpg,-1,unlabeled,06738ba6-51e3-493c-a215-6fcd19d005ca,unlabeled,-1,1,0.035491477870738364,-1
data\unlabelled\06819cc7-d34d-484f-b79a-60c01e7770f4.jpg,-1,unlabeled,06819cc7-d34d-484f-b79a-60c01e7770f4,unlabeled,-1,1,0.18722290390076568,-1
data\unlabelled\06952e36-f936-456d-91b3-fd950445dcc9.jpg,-1,unlabeled,06952e36-f936-456d-91b3-fd950445dcc9,unlabeled,-1,1,0.1500287977601178,-1
data\unlabelled\06a76102-9548-4dab-9572-e78259fa082e.jpg,-1,unlabeled,06a76102-9548-4dab-9572-e78259fa082e,unlabeled,-1,0,0.23484662410204338,-1
data\unlabelled\06b17341-f3bb-4f31-8198-1ebdccbe2367.jpg,-1,unlabeled,06b17341-f3bb-4f31-8198-1ebdccbe2367,unlabeled,-1,0,0.21301589163283097,-1
data\unlabelled\06c78a2d-9a5c-4249-b2ea-a4b267021c70.jpg,-1,unlabeled,06c78a2d-9a5c-4249-b2ea-a4b267021c70,unlabeled,-1,0,0.13726710800272734,-1
data\unlabelled\06dd4af6-faf7-4661-a3cc-c5a30e01bb74.jpg,-1,unlabeled,06dd4af6-faf7-4661-a3cc-c5a30e01bb74,unlabeled,-1,1,0.18969863345113613,-1
data\unlabelled\070e4686-675c-4c4a-a61b-d9d8ed236c7a.jpg,-1,unlabeled,070e4686-675c-4c4a-a61b-d9d8ed236c7a,unlabeled,-1,0,0.14317263465181906,-1
data\unlabelled\0746ecad-9485-4245-a119-cdbe6f074d7a.jpg,-1,unlabeled,0746ecad-9485-4245-a119-cdbe6f074d7a,unlabeled,-1,0,0.29095328135014276,-1
data\unlabelled\07eab220-96c1-466e-b2eb-ab8789548e89.jpg,-1,unlabeled,07eab220-96c1-466e-b2eb-ab8789548e89,unlabeled,-1,0,0.21522203654816152,-1
data\unlabelled\07ee903a-9246-4463-8250-6cd90eeaf08c.jpg,-1,unlabeled,07ee903a-9246-4463-8250-6cd90eeaf08c,unlabeled,-1,1,0.2279707616956922,-1
data\unlabelled\0822f067-f5e2-477d-8005-3ad857c4c1fa.jpg,-1,unlabeled,0822f067-f5e2-477d-8005-3ad857c4c1fa,unlabeled,-1,0,0.22641330734746523,-1
data\unlabelled\0850ca4c-e6e0-44ef-be80-ba3fe3d84483.jpg,-1,unlabeled,0850ca4c-e6e0-44ef-be80-ba3fe3d84483,unlabeled,-1,1,0.2116657625451508,-1
data\unlabelled\08d0d2e6-01f2-4344-b1a4-d603101b76a3.jpg,-1,unlabeled,08d0d2e6-01f2-4344-b1a4-d603101b76a3,unlabeled,-1,1,0.2374675760256757,-1
