image_path,label,split,image_id
data\labelled\cancer\90f3723c-bc7e-4ad4-a0d7-574a70952231.jpg,1,train,90f3723c-bc7e-4ad4-a0d7-574a70952231
data\labelled\cancer\05340cd4-3bb2-459d-9937-bf27d52d8351.jpg,1,train,05340cd4-3bb2-459d-9937-bf27d52d8351
data\labelled\normal\9e28ecf2-b8cd-4ea5-84b3-bf8f92d21f99.jpg,0,train,9e28ecf2-b8cd-4ea5-84b3-bf8f92d21f99
data\labelled\cancer\d8178c68-a01b-4d41-973d-bbd052aa7a4a.jpg,1,train,d8178c68-a01b-4d41-973d-bbd052aa7a4a
data\labelled\normal\4a71d847-c91b-481d-b112-3550c6655893.jpg,0,train,4a71d847-c91b-481d-b112-3550c6655893
data\labelled\cancer\7565fa51-16fd-4a71-a942-b91713a7a0d6.jpg,1,train,7565fa51-16fd-4a71-a942-b91713a7a0d6
data\labelled\cancer\46587a13-4250-4d3e-b930-7d7be8f96425.jpg,1,train,46587a13-4250-4d3e-b930-7d7be8f96425
data\labelled\normal\7b966204-9ca7-4960-b261-026b29b427c4.jpg,0,train,7b966204-9ca7-4960-b261-026b29b427c4
data\labelled\normal\cfda6929-14c5-41b9-b754-6922cb0920dc.jpg,0,train,cfda6929-14c5-41b9-b754-6922cb0920dc
data\labelled\cancer\cc0ae8e9-036f-4ee9-a4ee-6828120e0ea3.jpg,1,val,cc0ae8e9-036f-4ee9-a4ee-6828120e0ea3
data\labelled\normal\8e1cc70d-cccd-416c-99a5-df64bcadeb26.jpg,0,val,8e1cc70d-cccd-416c-99a5-df64bcadeb26
data\labelled\cancer\9973120d-7335-43da-bd9b-3c686afbcf32.jpg,1,val,9973120d-7335-43da-bd9b-3c686afbcf32
data\labelled\cancer\4d14c944-eed4-4c4f-8fd9-cbbb53e8f35d.jpg,1,val,4d14c944-eed4-4c4f-8fd9-cbbb53e8f35d
data\labelled\cancer\5066bf9b-d944-4d40-ba06-d3242c7a4fd1.jpg,1,val,5066bf9b-d944-4d40-ba06-d3242c7a4fd1
data\labelled\normal\9922995f-dc68-4b39-87c8-68e54635ce32.jpg,0,val,9922995f-dc68-4b39-87c8-68e54635ce32
data\labelled\normal\2794c549-1ec3-4d08-abed-84ccd53791f3.jpg,0,val,2794c549-1ec3-4d08-abed-84ccd53791f3
data\labelled\cancer\0f718241-8f63-4b55-81ce-315324b51069.jpg,1,val,0f718241-8f63-4b55-81ce-315324b51069
data\labelled\normal\3c213abc-ab17-4037-a8e5-caa7bc1babe1.jpg,0,val,3c213abc-ab17-4037-a8e5-caa7bc1babe1
data\labelled\normal\6c861380-76ee-490d-bf28-a0232af08c43.jpg,0,val,6c861380-76ee-490d-bf28-a0232af08c43
data\labelled\normal\defdbef3-bea2-4f32-9d9a-62af1102ebfd.jpg,0,val,defdbef3-bea2-4f32-9d9a-62af1102ebfd
data\labelled\normal\b24be149-f92f-41bf-bc4f-bf1953122ab8.jpg,0,test,b24be149-f92f-41bf-bc4f-bf1953122ab8
data\labelled\normal\c5a4a35f-f192-4df8-b2c7-025b3619cbae.jpg,0,test,c5a4a35f-f192-4df8-b2c7-025b3619cbae
data\labelled\cancer\bf7004d5-af81-4cf6-8411-b5105eeecda1.jpg,1,test,bf7004d5-af81-4cf6-8411-b5105eeecda1
data\labelled\normal\64b1b1ba-52e5-449d-9537-d2a1e07c0b10.jpg,0,test,64b1b1ba-52e5-449d-9537-d2a1e07c0b10
data\labelled\normal\c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd.jpg,0,test,c3c504f7-a12a-42e5-92dc-41d0c0ef0ecd
data\labelled\cancer\11a7a426-4806-401e-98b2-b96e7094d1a6.jpg,1,test,11a7a426-4806-401e-98b2-b96e7094d1a6
data\labelled\cancer\27149ff6-8363-4942-a72a-eb7e38e77099.jpg,1,test,27149ff6-8363-4942-a72a-eb7e38e77099
data\labelled\cancer\c2df5b36-1533-44b3-8a2e-e74e26bfde2c.jpg,1,test,c2df5b36-1533-44b3-8a2e-e74e26bfde2c
data\labelled\cancer\f72a85aa-c5ab-4a91-98ec-01bf004d87e3.jpg,1,test,f72a85aa-c5ab-4a91-98ec-01bf004d87e3
data\labelled\normal\500ef89c-b724-4799-9d49-37f8fdafa1f6.jpg,0,test,500ef89c-b724-4799-9d49-37f8fdafa1f6
data\labelled\cancer\0c6f3641-60d9-4a76-abe5-de89d55d5f2c.jpg,1,test,0c6f3641-60d9-4a76-abe5-de89d55d5f2c
data\labelled\cancer\e0eb623a-d168-445a-9ac7-b8736568b57c.jpg,1,test,e0eb623a-d168-445a-9ac7-b8736568b57c
data\labelled\normal\b9b56b95-43de-4c35-8362-400e9271af71.jpg,0,test,b9b56b95-43de-4c35-8362-400e9271af71
data\labelled\normal\747fe2f6-6c50-4e01-8316-f12c9a0d10e6.jpg,0,test,747fe2f6-6c50-4e01-8316-f12c9a0d10e6
data\labelled\cancer\546ccef0-d10d-4e24-b3dd-660365910236.jpg,1,test,546ccef0-d10d-4e24-b3dd-660365910236
data\labelled\cancer\2fa551e9-5b85-44f6-ab71-6035b4e3f8aa.jpg,1,test,2fa551e9-5b85-44f6-ab71-6035b4e3f8aa
data\labelled\normal\4a2102b8-0fb8-479a-ad2a-0b5e704489e5.jpg,0,test,4a2102b8-0fb8-479a-ad2a-0b5e704489e5
data\labelled\normal\3e3f6d78-0983-46a9-8755-a67b5f3f5b20.jpg,0,test,3e3f6d78-0983-46a9-8755-a67b5f3f5b20
data\labelled\cancer\9ff6e310-b23a-4240-ac18-9fd99bd48e80.jpg,1,test,9ff6e310-b23a-4240-ac18-9fd99bd48e80
data\labelled\normal\a0b8c8bc-8784-4af3-843c-f91b0d1e503f.jpg,0,test,a0b8c8bc-8784-4af3-843c-f91b0d1e503f
data\labelled\normal\e3257bee-1143-4866-9d50-618c4ce1413e.jpg,0,test,e3257bee-1143-4866-9d50-618c4ce1413e
data\labelled\normal\41ba782a-10f9-4c8d-8a43-e0b74e3f2329.jpg,0,test,41ba782a-10f9-4c8d-8a43-e0b74e3f2329
data\labelled\cancer\73352791-6331-48a0-b0d1-045fb31d376c.jpg,1,test,73352791-6331-48a0-b0d1-045fb31d376c
data\labelled\cancer\85b4ab96-9a8b-4cbf-a771-55f4830978fc.jpg,1,test,85b4ab96-9a8b-4cbf-a771-55f4830978fc
data\labelled\normal\11825cf3-9b35-42d3-ac99-21f26dd2f94e.jpg,0,test,11825cf3-9b35-42d3-ac99-21f26dd2f94e
data\labelled\normal\595aa054-274a-4e4b-9a1b-c0c477c80463.jpg,0,test,595aa054-274a-4e4b-9a1b-c0c477c80463
data\labelled\cancer\2b810835-844c-49ff-b0f1-c7a71a0c696c.jpg,1,test,2b810835-844c-49ff-b0f1-c7a71a0c696c
data\labelled\cancer\2d662cc1-509b-4657-a208-6d181aedd5e3.jpg,1,test,2d662cc1-509b-4657-a208-6d181aedd5e3
data\labelled\cancer\a8319ab8-471b-4d18-bb47-a377c4f9bd38.jpg,1,test,a8319ab8-471b-4d18-bb47-a377c4f9bd38
data\labelled\normal\2593c9b2-36d5-433b-81bf-44ab993a795e.jpg,0,test,2593c9b2-36d5-433b-81bf-44ab993a795e
data\unlabelled\001b158a-7af8-451e-bf31-3a9116265f3a.jpg,-1,unlabeled,001b158a-7af8-451e-bf31-3a9116265f3a
data\unlabelled\00366e8d-5520-4d3c-a70b-91a7eec1f521.jpg,-1,unlabeled,00366e8d-5520-4d3c-a70b-91a7eec1f521
data\unlabelled\00455a62-f79f-4072-9a23-4951e759acdc.jpg,-1,unlabeled,00455a62-f79f-4072-9a23-4951e759acdc
data\unlabelled\004ce5f5-ca6b-490f-9b2f-c322c152e2ee.jpg,-1,unlabeled,004ce5f5-ca6b-490f-9b2f-c322c152e2ee
data\unlabelled\005d9a37-8894-4eb5-8367-1015d4a43638.jpg,-1,unlabeled,005d9a37-8894-4eb5-8367-1015d4a43638
data\unlabelled\009e9d31-9f37-4d97-a941-81501294c403.jpg,-1,unlabeled,009e9d31-9f37-4d97-a941-81501294c403
data\unlabelled\009eac4a-c951-4da9-852a-b32e9ce20c6e.jpg,-1,unlabeled,009eac4a-c951-4da9-852a-b32e9ce20c6e
data\unlabelled\00e9e198-79de-47ab-9f4e-7b76152324bb.jpg,-1,unlabeled,00e9e198-79de-47ab-9f4e-7b76152324bb
data\unlabelled\01274f5e-3064-4efd-af4b-38e164188c31.jpg,-1,unlabeled,01274f5e-3064-4efd-af4b-38e164188c31
data\unlabelled\01717fbf-4bcf-475a-a718-361ed07d2854.jpg,-1,unlabeled,01717fbf-4bcf-475a-a718-361ed07d2854
data\unlabelled\01d1f0ed-5070-45a8-ad26-f8a95ebec98d.jpg,-1,unlabeled,01d1f0ed-5070-45a8-ad26-f8a95ebec98d
data\unlabelled\01d4471e-7c83-4335-ab49-c650d0da1dea.jpg,-1,unlabeled,01d4471e-7c83-4335-ab49-c650d0da1dea
data\unlabelled\01e09766-fcd9-4df0-82f7-265f9ffecdf6.jpg,-1,unlabeled,01e09766-fcd9-4df0-82f7-265f9ffecdf6
data\unlabelled\01f4b8d2-56ed-4d82-ad41-6864de091425.jpg,-1,unlabeled,01f4b8d2-56ed-4d82-ad41-6864de091425
data\unlabelled\01fa1329-7524-49f5-8f11-bb9d8717a3fe.jpg,-1,unlabeled,01fa1329-7524-49f5-8f11-bb9d8717a3fe
data\unlabelled\0208c07c-bc4b-4741-ad0f-d5beeb18cc52.jpg,-1,unlabeled,0208c07c-bc4b-4741-ad0f-d5beeb18cc52
data\unlabelled\02af8a8e-3c79-4a3c-8412-52f483eb9411.jpg,-1,unlabeled,02af8a8e-3c79-4a3c-8412-52f483eb9411
data\unlabelled\02d2c771-7bf5-4771-972c-7f123088b7b0.jpg,-1,unlabeled,02d2c771-7bf5-4771-972c-7f123088b7b0
data\unlabelled\0303753e-919b-4947-8e55-4fc922bfbe35.jpg,-1,unlabeled,0303753e-919b-4947-8e55-4fc922bfbe35
data\unlabelled\030d0b45-ee70-41f9-9e56-2581052b2c18.jpg,-1,unlabeled,030d0b45-ee70-41f9-9e56-2581052b2c18
data\unlabelled\03bd85ef-651a-4f93-8569-786dbfd37965.jpg,-1,unlabeled,03bd85ef-651a-4f93-8569-786dbfd37965
data\unlabelled\03c5ec29-9720-4c07-a8e1-4a8a70852f40.jpg,-1,unlabeled,03c5ec29-9720-4c07-a8e1-4a8a70852f40
data\unlabelled\046474d2-fe65-4639-b211-4d0bb8ad7a43.jpg,-1,unlabeled,046474d2-fe65-4639-b211-4d0bb8ad7a43
data\unlabelled\0477e002-4775-44e2-84d9-52b93f5ee697.jpg,-1,unlabeled,0477e002-4775-44e2-84d9-52b93f5ee697
data\unlabelled\047c949c-1610-4094-bee7-10b6ea7064a5.jpg,-1,unlabeled,047c949c-1610-4094-bee7-10b6ea7064a5
data\unlabelled\0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e.jpg,-1,unlabeled,0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e
data\unlabelled\04b806ad-e6ed-47bc-a2e8-ce0d2d790de4.jpg,-1,unlabeled,04b806ad-e6ed-47bc-a2e8-ce0d2d790de4
data\unlabelled\04d076ce-4216-47ba-9013-6fe6956c7aed.jpg,-1,unlabeled,04d076ce-4216-47ba-9013-6fe6956c7aed
data\unlabelled\04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29.jpg,-1,unlabeled,04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29
data\unlabelled\04dd2b78-0aa3-4364-b762-21a6e71d3658.jpg,-1,unlabeled,04dd2b78-0aa3-4364-b762-21a6e71d3658
data\unlabelled\050d57f6-aebf-45d9-b4c5-045e92c9e88e.jpg,-1,unlabeled,050d57f6-aebf-45d9-b4c5-045e92c9e88e
data\unlabelled\0526db38-5dff-48c0-b682-0c4ae12fc125.jpg,-1,unlabeled,0526db38-5dff-48c0-b682-0c4ae12fc125
data\unlabelled\0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e.jpg,-1,unlabeled,0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e
data\unlabelled\05e808fc-a00c-4f1e-9682-1f73915f6902.jpg,-1,unlabeled,05e808fc-a00c-4f1e-9682-1f73915f6902
data\unlabelled\063a6210-0d77-4f8d-96ea-6a4814c37995.jpg,-1,unlabeled,063a6210-0d77-4f8d-96ea-6a4814c37995
data\unlabelled\06738ba6-51e3-493c-a215-6fcd19d005ca.jpg,-1,unlabeled,06738ba6-51e3-493c-a215-6fcd19d005ca
data\unlabelled\06819cc7-d34d-484f-b79a-60c01e7770f4.jpg,-1,unlabeled,06819cc7-d34d-484f-b79a-60c01e7770f4
data\unlabelled\06952e36-f936-456d-91b3-fd950445dcc9.jpg,-1,unlabeled,06952e36-f936-456d-91b3-fd950445dcc9
data\unlabelled\06a76102-9548-4dab-9572-e78259fa082e.jpg,-1,unlabeled,06a76102-9548-4dab-9572-e78259fa082e
data\unlabelled\06b17341-f3bb-4f31-8198-1ebdccbe2367.jpg,-1,unlabeled,06b17341-f3bb-4f31-8198-1ebdccbe2367
data\unlabelled\06c78a2d-9a5c-4249-b2ea-a4b267021c70.jpg,-1,unlabeled,06c78a2d-9a5c-4249-b2ea-a4b267021c70
data\unlabelled\06dd4af6-faf7-4661-a3cc-c5a30e01bb74.jpg,-1,unlabeled,06dd4af6-faf7-4661-a3cc-c5a30e01bb74
data\unlabelled\070e4686-675c-4c4a-a61b-d9d8ed236c7a.jpg,-1,unlabeled,070e4686-675c-4c4a-a61b-d9d8ed236c7a
data\unlabelled\0746ecad-9485-4245-a119-cdbe6f074d7a.jpg,-1,unlabeled,0746ecad-9485-4245-a119-cdbe6f074d7a
data\unlabelled\07eab220-96c1-466e-b2eb-ab8789548e89.jpg,-1,unlabeled,07eab220-96c1-466e-b2eb-ab8789548e89
data\unlabelled\07ee903a-9246-4463-8250-6cd90eeaf08c.jpg,-1,unlabeled,07ee903a-9246-4463-8250-6cd90eeaf08c
data\unlabelled\0822f067-f5e2-477d-8005-3ad857c4c1fa.jpg,-1,unlabeled,0822f067-f5e2-477d-8005-3ad857c4c1fa
data\unlabelled\0850ca4c-e6e0-44ef-be80-ba3fe3d84483.jpg,-1,unlabeled,0850ca4c-e6e0-44ef-be80-ba3fe3d84483
data\unlabelled\08d0d2e6-01f2-4344-b1a4-d603101b76a3.jpg,-1,unlabeled,08d0d2e6-01f2-4344-b1a4-d603101b76a3
data\unlabelled\0905a879-d869-4756-ab7a-b2f01e7dd122.jpg,-1,unlabeled,0905a879-d869-4756-ab7a-b2f01e7dd122
data\unlabelled\096ae32e-065a-4a00-959a-e63b1b5c77d6.jpg,-1,unlabeled,096ae32e-065a-4a00-959a-e63b1b5c77d6
data\unlabelled\097aeae8-d3da-4201-ac6c-fb697ee9df68.jpg,-1,unlabeled,097aeae8-d3da-4201-ac6c-fb697ee9df68
data\unlabelled\09d56396-71e1-4c05-bf3f-ad755cb175a3.jpg,-1,unlabeled,09d56396-71e1-4c05-bf3f-ad755cb175a3
data\unlabelled\09dece73-b184-494f-b636-f5d3113b6f3e.jpg,-1,unlabeled,09dece73-b184-494f-b636-f5d3113b6f3e
data\unlabelled\09f30dac-5d5f-42bd-b9b9-43befa636dfd.jpg,-1,unlabeled,09f30dac-5d5f-42bd-b9b9-43befa636dfd
data\unlabelled\0a196d89-4764-48b9-ac68-a8b1cb03d713.jpg,-1,unlabeled,0a196d89-4764-48b9-ac68-a8b1cb03d713
data\unlabelled\0a2bf85c-5b87-4069-8d47-059594d7fe95.jpg,-1,unlabeled,0a2bf85c-5b87-4069-8d47-059594d7fe95
data\unlabelled\0a3ac056-66c2-4c74-a857-07670a84928e.jpg,-1,unlabeled,0a3ac056-66c2-4c74-a857-07670a84928e
data\unlabelled\0a592d17-b235-4d1f-950d-c90598e5d19e.jpg,-1,unlabeled,0a592d17-b235-4d1f-950d-c90598e5d19e
data\unlabelled\0a648d43-8eac-4a02-a654-e003192e6647.jpg,-1,unlabeled,0a648d43-8eac-4a02-a654-e003192e6647
data\unlabelled\0a781fe5-1d36-4035-8553-590e618b8ff2.jpg,-1,unlabeled,0a781fe5-1d36-4035-8553-590e618b8ff2
data\unlabelled\0a82d661-71fa-4297-a271-e0f105fb5493.jpg,-1,unlabeled,0a82d661-71fa-4297-a271-e0f105fb5493
data\unlabelled\0abaa5bb-40b8-4646-ba24-fae12891b8a4.jpg,-1,unlabeled,0abaa5bb-40b8-4646-ba24-fae12891b8a4
data\unlabelled\0aed155d-d211-4e46-b762-25feff9a042d.jpg,-1,unlabeled,0aed155d-d211-4e46-b762-25feff9a042d
data\unlabelled\0b1c07b9-ac3e-4107-8832-5399525f3b1f.jpg,-1,unlabeled,0b1c07b9-ac3e-4107-8832-5399525f3b1f
data\unlabelled\0b52ef0e-2a70-40c9-902d-2fd6ce8f37bf.jpg,-1,unlabeled,0b52ef0e-2a70-40c9-902d-2fd6ce8f37bf
data\unlabelled\0b89c970-7727-4316-af01-1b2ea58abecb.jpg,-1,unlabeled,0b89c970-7727-4316-af01-1b2ea58abecb
data\unlabelled\0b95d2b0-db4a-4f15-a620-032b1b40cbea.jpg,-1,unlabeled,0b95d2b0-db4a-4f15-a620-032b1b40cbea
data\unlabelled\0bc4000a-21dc-4b24-9d43-888d8696b860.jpg,-1,unlabeled,0bc4000a-21dc-4b24-9d43-888d8696b860
data\unlabelled\0beafed8-1e3b-48a3-9bdb-4dbf96432dfd.jpg,-1,unlabeled,0beafed8-1e3b-48a3-9bdb-4dbf96432dfd
data\unlabelled\0c0e7e81-ea8a-4854-901e-bf26be7514a0.jpg,-1,unlabeled,0c0e7e81-ea8a-4854-901e-bf26be7514a0
data\unlabelled\0c2d6a27-24c2-43ff-9743-f080dca7d2aa.jpg,-1,unlabeled,0c2d6a27-24c2-43ff-9743-f080dca7d2aa
data\unlabelled\0c4c60e4-3201-429c-93dd-30c36ef4e2b4.jpg,-1,unlabeled,0c4c60e4-3201-429c-93dd-30c36ef4e2b4
data\unlabelled\0c62cd9f-f625-4fc3-8e93-264a2436701c.jpg,-1,unlabeled,0c62cd9f-f625-4fc3-8e93-264a2436701c
data\unlabelled\0cca1e2e-17f6-4f0d-a3f6-c2af1ca03d8a.jpg,-1,unlabeled,0cca1e2e-17f6-4f0d-a3f6-c2af1ca03d8a
data\unlabelled\0ccc544b-06cd-4130-9864-0a94a632093b.jpg,-1,unlabeled,0ccc544b-06cd-4130-9864-0a94a632093b
data\unlabelled\0cd4183f-123d-44ca-bb0d-040f9e698d24.jpg,-1,unlabeled,0cd4183f-123d-44ca-bb0d-040f9e698d24
data\unlabelled\0d0ce970-cc7f-4ce2-8e42-65e259b5d2f7.jpg,-1,unlabeled,0d0ce970-cc7f-4ce2-8e42-65e259b5d2f7
data\unlabelled\0d525cdf-aa38-4dd1-bc4b-df94ebdad32f.jpg,-1,unlabeled,0d525cdf-aa38-4dd1-bc4b-df94ebdad32f
data\unlabelled\0d76d3dc-2285-4901-94c9-ee2fc0773dad.jpg,-1,unlabeled,0d76d3dc-2285-4901-94c9-ee2fc0773dad
data\unlabelled\0de779c6-c7ba-46c7-a6be-3ada2795c545.jpg,-1,unlabeled,0de779c6-c7ba-46c7-a6be-3ada2795c545
data\unlabelled\0de780a4-968f-41d7-9729-af487ddfa1a2.jpg,-1,unlabeled,0de780a4-968f-41d7-9729-af487ddfa1a2
data\unlabelled\0e03c995-5e01-4d93-99bc-24db1ad09cd7.jpg,-1,unlabeled,0e03c995-5e01-4d93-99bc-24db1ad09cd7
data\unlabelled\0e330b05-12c4-46f5-bcc8-edde0faa0b9e.jpg,-1,unlabeled,0e330b05-12c4-46f5-bcc8-edde0faa0b9e
data\unlabelled\0e41c296-eebe-4d49-aa8c-b267bae40310.jpg,-1,unlabeled,0e41c296-eebe-4d49-aa8c-b267bae40310
data\unlabelled\0e429956-8bfe-4517-8fe8-be42f0eab341.jpg,-1,unlabeled,0e429956-8bfe-4517-8fe8-be42f0eab341
data\unlabelled\0e50ebae-64c8-4178-bca4-de37b348acdf.jpg,-1,unlabeled,0e50ebae-64c8-4178-bca4-de37b348acdf
data\unlabelled\0e6c3f73-189a-420c-b17e-17dd19ac7736.jpg,-1,unlabeled,0e6c3f73-189a-420c-b17e-17dd19ac7736
data\unlabelled\0e6c5eff-a995-4729-8dec-e46350621ceb.jpg,-1,unlabeled,0e6c5eff-a995-4729-8dec-e46350621ceb
data\unlabelled\0e9a78ff-666b-49c6-bfd0-6ae96f650027.jpg,-1,unlabeled,0e9a78ff-666b-49c6-bfd0-6ae96f650027
